CODIGO_LOCAL,NOMBRE_LOCAL,CP
S142S,BP_SURIA,8260
S143S,BP_SALOU,43840
S144A,BP_ALCARRAS,25180
S147F,BP_FLIX,43750
S148SS,BP_ST.SADURN�,8770
S149G,BP_GIRONA_MIGDIA,17003
S151B,BP_JOSEP TARRADELLAS,8029
S152B,BP_INDEPEND�NCIA,8026
S153B,BP_PROVEN�A_2,8036
S154O,BP_OLESA DE MONTSERRAT,8640
S156C,BP_COLLBAT�,8293
S157B,BP_LETAMENDI,8031
S158B,BP_BADALONA,8912
S159LL,BP_LLEIDA_CATALUNYA,25002
S16T,BP_TARADELL,8552
S18SC,BP_ST.CELONI,8470
S19VG,BP_VILANOVA_GELTR�_RAMBLA,8800
S21G,BP_GRANOLLERS,8400
S26P,BP_PUIGCERD�,17520
S28C,BP_CANET MAR,8360
S30C,BP_CALELLA,8370
S36B,BP_IND�STRIA,8025
S37B,BP_SEP�LVEDA,8015
S40C,BP_CERVELL�,8758
S42B,BP_LA BISBAL,17100
S43B,BP_PROVEN�A,8037
S44B,BP_TAMARIT,8015
S45V,BP_VILANOVA_GELTR�_COROLEU,8800
S48V,BP_VALLS,43800
S49B,BP_ST.ANTONI M.CLARET,8026
S50B,BP_PI I MARGALL,8025
S51T,BP_TARRAGONA,43130
S52B,BP_BAC DE RODA,8018
S53B,BP_DR.LETAMENDI,8007
S58B,BP_SARDENYA,8013
S60B,BP_GRAN VIA_I,8004
S61S,BP_SALT,17190
S62B,BP_MALLORCA,8026
S63B,BP_REP.ARGENTINA,8023
S76P,BP_PUIG-REIG,8692
S78B,BP_GRAN ST.ANDREU,8030
S84P,BP_PALAM�S,17230
S85G,BP_GIRONA,17003
S86V,BP_VIC,8500
S87B,BP_AUSI�S MARCH,8010
S88B,BP_SANTANY�,8016
S89O,BP_OLOT,17800
S90SA,BP_ST.ADRI� BES�S,8930
S91C,BP_CENTELLES,8540
S93B,BP_TAQU�GRAF SERRA,8029
S95R,BP_RIPOLL_MERCAT,17500
S96B,BP_SIC�LIA,8025
S97B,BP_DR.SANTPON�,8030
S98SP,BP_ST.PERE PESCADOR,17470
H40R,ES_RIPOLL,17500
H18V,ES_GENERALITAT_VIC,8500
H25V,ES_MAS BEULO_VIC,8500
H28M,ES_ST.JOAN_MANLLEU,8560
1210,"1210 - C/ Pintor Segrelles, n� 31",46870
10077,"10077 - AV. Lombay , n� 7",12530
404,A Coru�a - Los Rosales,15011
434,A Coru�a - CC Marineda City,15008
405,Donosti - Garber�,20017
413,Gij�n - Los Fresnos,33209
428,Barakaldo - Max Center,48903
980,Bilbao - Somera,48005
15,Zaragoza - Ver�nica,50001
16,Zaragoza - Goya,50005
403,Legan�s - Gran Breta�a,28916
407,Zaragoza - Gran Casa,50018
412,Valladolid - Vallsur,47008
419,Colmenar Viejo -  El Ventanal de la Sierra,28770
422,Vallecas - La Gavia,28051
427,Zaragoza - Plaza Imperial,50197
429,Madrid - Las Rosas,28032
43,Zaragoza - Mar�a Ric,50008
435,Majadahonda - Madrid,28222
437,Valladolid - CC Rio Shopping,47195
438,Zaragoza - CC Puerto Venecia,50019
44,Burgos - La Paloma,9003
47,Madrid - Pardi�as,28001
48,Madrid - Alberto Aguilera,28015
58,Zaragoza - Delicias,50017
59,Madrid - Ricardos,28019
60,Madrid - Orense,28020
61,Madrid - Silvela,28028
73,Madrid - Alcal� 193,28009
76,Getafe - Madrid,28902
80,Madrid - Alcal� 404,28027
81,Madrid - Albufera,28038
82,Madrid - Fuencarral,28004
85,Madrid - Xanad�,28939
87,San Sebasti�n de los Reyes - Plaza Norte,28700
92,Madrid - Pr�ncipe,28012
93,Madrid - La Vaguada,28029
94,Madrid - Pr�ncipe P�o,28008
95,Burgos - Roma,9007
96,Golmayo - Camaretas,42190
69,Palma de Mallorca - Arag�n,7005
409,Orotava - La Villa,38300
41,PAMPLONA,31008
6,TUC TUC Diagonal Mar,8000
416,M�laga - Los Patios,29004
417,Almer�a - Mediterr�neo,4009
408,La Cala del Moral - Rincon de la Victoria,29720
77,Granada - Recogidas,18005
415,Funegirola - Miramar,29640
436,M�laga - CC Larios,29002
43,ALBACETE,2001
H10SJ,ES_ST.JOAN DESP�_COMPANYS,8970
S72B,BP_TRAFALGAR,8010
42,TOLEDO,45004
H12B,ES_PG.VALLDAURA,8042
H15M,ES_MONTMELO,8160
H30SC,ES_ST.CELONI,8470
H38LL,ES_LLI�A_MUNT,8186
1123,JOYER�A ABRINES,41001
OV-14,Tenderina,33010
40,CADIZ,11006
107,SUNGLASS HUT_SEVILLA,41700
17,holaMOBI Coria,10800
32,holaMOBI C�ceres Sta. Joaquina de Vedruna,10001
26,holaMOBI Isla Cristina,21410
106,SUNGLASS HUT_ EL SALER,46013
002b,FOTOCINE - MASPALOMAS,35290
H53LL,ES_LLEIDA,25001
42,Porqueres II,25008
S141B,BP_BENICARL�,12580
10070,10070,8030
8251,8251,17010
10069,10069,8240
9,Zaragoza,50018
H17S,ES_SALLENT,8650
003085N,AUTO CRESPO,3559
003215Y,ESPINOS E HIJOS,3550
003509D,PEUMOVIL,3700
003595V,TALLERES AUTONOVEL,3660
003603H,FENIX MOTOR,3610
003693L,TALLERES SIRLOP,3690
003745M,AUTO DEHESA,3189
003895R,CALPE MOVIL,3710
053180P,AUTOS MARCOS - TORREVIEJA,3180
103720L,VILAMARINA,3720
030130T,"AUTOM�VILES TOM�S GUILL�N, S.A.",30009
030185H,TALLERES MUNUERA,30840
030360U,"BAITEMAR, S.L.",30360
030883Y,LORCAUTO - AGUILAS,30880
030885Q,AUTOMOCION Y CARROCERIA TUDELA,30400
130005H,AUTOMOVILES LOPEZ BELMONTE,30010
130045K,JOSE MECA,30850
130115P,TALLERES TORRES ROJO,30320
130555V,SANTIAGO ARNALDOS,30565
130575P,AVENIDA MOTOR,30530
022023D,"J. IVARS VENGUT, S.L.",3720
023992K,"MOTOR TORREVIEJA, S.L.",3183
024065V,"TALLERES EL SALT, S.L.",3550
024420Y,"ALEJANDRO RICO, S.L.",3012
024723E,"TALLERES CIMOTOR, S.L.",3330
024837W,"TALLERES TRESMOVIL, S.L.",3590
024998W,"JUAN AGULLO, S.L.",3206
026158V,"LEVANTINA 2000 AUTOMOCION, S.A.",3820
022536Q,"TALLERES CEFERINO, S.L.",30593
023190Z,"PEDRO PEREZ E HIJOS, S.L.",30510
024165B,"TRANSGALEON, S.L.",30700
024229C,"AUTOMOVILES ENMA, S.L.",30820
025001U,"AUTOS AL-MAZARRON, S.L.",30870
026164D,"GARAJE LEON, S.L.",30800
942,942,8755
026219T,"CENTROVAL, S.A.U.",46018
022563U,"GONZAUTO CELANOVA, S.L.",32800
022575D,"TALLERES MOPEFER, S.L.",36380
022587N,"CODELAUTO, S.A.",36780
023055H,"TALLERES DIAZ Y VARELA, S.L.",27740
023140F,"RODRIMOVIL, S.L.",36408
023653H,"TALLERES Y RECAMBIOS VARELA, S.L.",15320
023658X,"TALLERES NOIA, S.L.",15210
023741A,"HNOS. BLANCO BURELA, S.L.",27880
023947P,"TALLERES ARTE MOVIL, S.L.",15142
024102E,"TALLERES CARRERA E HIJOS, S.L.",15008
024209L,"TALLERES DAVISAN, S.L.",36939
024243N,"TALLERES HERMINDO, S.L.",36860
024484D,"AUTO-MAHIA BERTAMIRANS, S.L.",15220
024551C,"TALLERES GASALLA, S.L.",27700
024646L,"ANTONIO GONZALEZ MACEIRAS, S.L.",15640
024735C,"BERSAN AUTOMOCION, S.L.",15900
024752P,"MOTORCAR ORDES, S.L.",15680
024805J,"BRASILCAR, S.L.",36689
024895H,"JOSE RODRIGUEZ BARJA E HIJOS, S.L.",32630
026233L,"VENTOSA E HIJOS, S.A.",15300
026236G,"GABISA AUTOMOCION, S.L.",36318
026249Z,"DALONGA, S.A.",36619
026251R,"CELESTINO ABREU E HIJOS, S.L.",36004
015085W,AUTOMOVILES VENCOR,15009
015115K,AUTOMOVILES MIGUEL ALVAREZ,15270
015175Y,"TALLERES INSUA, S.L.",15175
015233V,MANUEL REY AUTOMOVILES,15300
015283J,HERCULES MOVIL CORU�A,15008
015680G,"SONEIRA CASTRO, S.L.",15680
015805P,AUTOS MAGALLANES,15930
015810R,"TALLERES GARCIA E HIJOS ARZUA, S. L.",15810
015855R,AUTOMOVILES CARTI,15820
027163U,TALLERES POMEDA,27880
027833K,A. FERNANDEZ VALDESUSO,27800
036035Y,TALLERES RIAL,36500
036103G,AIBASA,36600
036745X,TALLERES BREY PORTO,36680
115745H,TALLERES RUSO GIRAUT,15830
136095P,TALLERES CRESPO E HIJOS,36693
159605R,AUTOS DUNAS,15960
038381Y,"AUTOS VALIENTE CANARIAS, S.L.",38380
022803C,"FEPISA OROTAVA, S.L.",38300
1174a,INTERNITY (AVENIR TELECOM S.A.),46960
038013Y,AUTOMOTOR ASISTENCIA CANARIA,38312
038623Z,CALUDA CANARIAS,38300
F836,SUMA NIEBLA,21840
010354K,"AUTO ECO, S.A.",8030
010429H,"TALLERES GARCIA, S.A.",8800
022182C,"TALLERES J. GARCIA, S.L.",8820
022658K,"SERVICIO AUTO MOTO, S.A.",43700
023130X,"TALLERES ISIDORO LEDESMA, S.L.",8840
023598U,"AUTO CANCARRERAS, S.L.",8760
024431A,"AUTO SUSPENSION RUBI, S.L.",8191
026002D,"AUTO ECO, S.A.",8030
026176F,"GARAGE ANDREU, S.A.U.",17800
026182R,"SERVICIO AUTO MOTO, S.A.",43006
026187L,"MOTOR 2.000 ESPLUGUES, S.A.",8950
026188X,"EXCLUSIVAS PONT, S.A.",8208
026190G,"CENTRAL POBLE-NOU, S.A.",8018
026217W,"TALLERES GARCIA, S.A.",8720
026220U,"AUTOMOCI� BADALONA CRC3, S.L.",8302
026238M,"AUTOMOBILS MISSE, S.A.",8370
026254J,"SERVICIO AUTO MOTO, S.A.",43500
032124G,"AUTOMOVILES CITROEN ESPA�A, S.A.",8032
007400Y,"TALLER SA TORRETA ALCUDIA, S.L.",7400
007585M,NADAL COMAS,7420
007655Q,TECNOMOVIL INCA,7300
007665Z,PEP PERELLO,7450
008014H,BARCELONESA SO,8015
008018L,"PLANA MOTOR, S.L.",8018
008073T,SARAUTO IGUALADA,8700
008183M,MAVISA CERDANYOLA,8290
008195V,MAVISA SANT CUGAT,8190
008295X,FELS CAR,8860
008413M,TATSA,8720
008415Q,LLUC MOTOR,8850
008575Q,TALLERES SANT PAU,8560
008591J,"TALLERS F. MORERA AIGUAFREDA, S. L.",8591
008635C,"TALLER VILANOVA AUTOMOCIO, S.L",8635
008663B,TALLERES GARCIA,8028
008765F,MAVISA MARTORELL,8760
008783W,MAAM,8907
008895Y,ESTACION DE SERVICIO SANTA EULALIA DE ROSANA,8187
008914L,"PLANA MOTOR, S.L.",8914
017233Z,"CONCESS. D'AUTOM. EMPORDA, S.A.",17771
017240L,"ROGET AUTOMOCIO, S.L.",17240
017303V,BRAVAUTO,17300
017800E,"GERONA DE AUTOMOCION, S.A.",17800
017803N,ROMANS AUTOMOCIO,17834
025035J,TALLERES PRIEGO,25241
025605A,TALLERES CELESTI FARRE,25300
025700R,MARCH MOLES MOTORS,25700
043023L,JOAQUIN OLIVA - REUS,43205
043085Z,TALLERES MERO,43800
218a,IGUALADA - Sant Isidre,8700
043740Y,"TALLERS ALBERT GALINDO, S.L.",43740
043755H,AUTOMOVILES CAJIGOS,43870
107065U,TAHEPOR,7013
107555V,BOSCH AUTOMOCION,7760
108473A,TALLERES MECANICOS JOSE AMAT,8470
108855Q,AUTO TALLER MORRAL,8191
108985J,AUTOMOBILS FERRET,8150
117035J,TALLERES SERRATOSA,17200
143115H,AUTO GARAGE VENDRELL,43700
186b,PAMPLONA - CC La Morea,31191
170a,FIGUERES - Rambla,17600
312,"EASOVOX, S.L",20006
046200G,"AUTORAJUSA, S.L.",46200
046600F,"AUTO INTER, S.A.",46600
023744R,"TALLERES MAMARIGA, S.L.",48980
024761L,"GONZALO JUAN MASIA, S.L.",46230
1,TUTUKI SPLASH,43840
15,FOTOGRAF�A TUTUKI SPLASH,43840
23,FOTOGRAFIA GRAN CANYON RAPIDS,43840
46,CAT RACK,43840
38,HAMMER,43840
77,HAPINESS STATION,43840
67,JIANGSU,43840
89,RACO DE MAR,43840
110,RECORDS PORT AVENTURA,43840
024791W,"SANJOSE-SIERO, S.L.",33510
200,SERVICIOS AL VISITANTE,43840
1737,GRAN GRACIA,8012
002545X,TALLERES GARCIA ARENAS,2630
026243U,"MATEOSAN, S.L.",33947
010420N,"PALENTINA DE AUTOMOVILES,SL-MOVIEDO",33199
2,DRAGON KHAN,43840
16,FOTOGRAF�A DRAGON KHAN,43840
113,CASA DEL RETRAT (LABORATORIO),43840
34,THE BAGS,43840
137,MAHI-MAHI,43840
143,DAKINI,43840
56,YOGURTERIA DANONE MEDITERRANIA,43840
68,ALTAI+Cotton,43840
046225M,AUTOMOVILES HNOS. ROYO,46470
84,SICHUAN,43840
111,MAS FONOLL,43840
046016G,TALLERES AGULLO,46100
3,SHAMBALA,43840
17,TIMBU FOTORIDE (SHAMBALA),43840
21,FOTOGRAFIA STAMPIDA,43840
50,DAGANA,43840
58,QUEDEM,43840
69,LA CARA,43840
83,BORA-BORA CLIENTES,43840
121,AVENTURA ORIENTAL,43840
135,FANTASY POINT CHIKI TIENDA,43840
026231J,"GARAGE CASTELLON, S.L.",12540
151,PENITENCE RODEO,43840
4,HURACAN CONDOR,43840
18,FOTOGRAFIA HURACAN CONDOR,43840
59,EL POSIT,43840
26,FANTASY POINT MEDITERRANIA,43840
90,VINOSFERA TAPES I VINS,43840
126,WESTERN CLOTHING,43840
165,PENITENCE,43840
166,ERAWAN,43840
45,RISING WATERS-POP GUN,43840
39,DERBY,43840
023899F,"GARAJE ALBERTO FERNANDEZ, S.L.",24750
52,PALMA REAL,43840
024249V,"CITRAUTO, S.L.",24700
112545Z,TALLERES PAMI,12350
112536W,TALLERES L.M. DE LA ROSA,12600
112065H,TALLERES BARRACHINA,12400
022253D,"AUTOMOVILES GARNES, S.L.",12400
044005Z,AUTOMOCION ESPES,44600
026244N,"AUTO TALLERES SAN MIGUEL, S.A.",31800
026255D,"LIZARRA AUTOMOCION, S.L.",31200
60,LA CANTONADA - COCA COLA,43840
47,LONG BRANCH SALOON,43840
103,IL CAFFE DI ROMA,43840
92,THE IRON HORSE+EMMA'S,43840
026183H,"TALLERES SEOANE, S.A.",24411
125,GENERAL STORE,43840
124,TIANGUIS,43840
6,SILVER RIVER FLUME,43840
22,FOTOGRAFIA SILVER RIVER FLUME,43840
41,TARGET SHOTTING,43840
158,LINCANG,43840
53,CACTUS EXPRESS,43840
61,ALOHA,43840
72,BLACK SMITH,43840
85,LA CANTINA Caf.+Bar,43840
116,MERS DU SUD,43840
2090,Z-VALDESPARTERA DESAYUNO,50019
2096,Z-VALDESPARTERA OLVIDADOS,50019
115,SURF PARADISE (QUIKSILVER),43840
2106,TUDELA CAPUCHINOS,31500
32,C.S.FLY'S PHOTOGRAPH STUDIO,43840
155,ANGKOR,43840
157,YUXI,43840
159,HONGHE,43840
62,KING KAMEHAMEHA,43840
73,EL MOLINO,43840
131,CAFETERIA BORA-BORA CLIENTES,43840
81,LA BARBACOA (OLD STEAK HOUSE),43840
118,SEA ODISSEY SHOP,43840
141,BETTY BOOP SHOP,43840
164,KAMBUHA,43840
2035,Z-BRET�N,50005
2058,Z-BRUSELAS,50003
2050,Z-LAS FUENTES,50002
13,ESCUELA DE CONDUCCI�N FOTO,43840
20,FOTOGRAF�A LOS POTRILLOS,43840
24,FOTOGRAFIA TOMAHAWK,43840
29,FOTOGRAFIA LA GRANJA DE ELMO,43840
162,ESCUELA DE CONDUCCI�N,43840
156,DEHONG,43840
64,TRICKY'S CORNER,43840
74,4 DE JULIO,43840
87,LA COCINA DE EPI,43840
128,CHIKI TIENDA,43840
2038,Z-QU�MICA,50003
009193G,FALAFA,9400
010450V,"TALLERES Y AUTOS MOVILLA, S.L.",10450
025199X,URBANAUTO MOTOR,28320
026500P,"RIOJANA DE AUTOM.MULTIMARCA,SL",26500
028008Y,MOTOR-4,28020
028013T,MOSA NORTE,28034
028023H,TAIBESA - Ayala,28006
028025J,"AUTOMOCION VILLAVERDE, S.L.",28021
028027L,CENTRO TECNICO,28021
028040K,"ROI AUTOMOCION 2, S.L.",28031
028077Y,MOTOR LAS ROZAS,28231
028109K,ANTONAUTO,28108
028217Q,AUTOS IGUERMAN,28918
028245N,"SANTOGAL AUTOMOVILES, S.L.U.",28222
028300C,"TALLERES MU�OZAUTO PORTILLO,S.L.",28030
028405U,"GOMEZ PLATZ, S.A",28400
028435V,NADORAUTO,28039
028529H,ILUSCAR RIVAS,28522
028565T,PARLA MOTOR,28980
028576C,ALCALA 534,28823
028583Y,AUTO RALLYE ALCALA,28850
028585Q,TALLERES GARCIA MARTINEZ E HIJOS,28039
028723Q,MOVILMARCA,28108
028745M,AUTOS ARAVACA,28023
028845K,OCA�A AUTO,28840
2060,Z-MONTECANAL,50012
028906M,TALLERES J.M. MORAL,28340
028937K,"HERMANOS VI�ARAS, S.A.",28936
028965R,HUMANAUTO,28970
037184G,TOLEMARTIN,37184
040025P,ALEJANDRO Y JAVIER,40320
042003A,Hermanos Mateo,42005
045013F,VI�ARAS ILLESCAS,45200
045035U,JANAUTO MOTOR,45200
045293Z,VI�ARAS OLIAS DEL REY,45280
045615Z,AUTOS CELCHA,45516
045745E,"BONILLA MOTOR, S.L.",45007
045765M,AUTOS PUJYREL,45161
045940H,"AUTOS C.R. LOPEZ, S.L.",45940
047123Q,DISAUTO,47610
047425T,AUTOMOCION GARCIA,47420
047665H,TALLERES A. RAIMUNDO,47011
049024J,"ESLAUTO AUTOMOCI�N, S.L.",49024
050300T,"AUTOMOVILES HERMANOS OROZ, S.L.",50300
110025G,TALLERES TALAVAN,10300
110805X,AUTOMOCION VILLAR,10800
113045U,MECANICA Y COMBUSTION,13500
128106Q,TALLERES FIN DE SEMANA,28022
128385T,AUTOMOVILES DAKAR,28942
128556H,ALCA�IZ MOTOR,28350
137065R,TALLERES PEREZ VILLA,37500
137615Z,HERRETAR AUTO,37460
142025U,HERMANOS MARINA BLAZQUEZ,42200
145803Z,"AUTOMOTOR QUINTANAR, S.L",45800
010057Z,"GARAJE LAS FLORES, S.A.",28011
010301W,"AUTOMOVILES HERMANOS TORRES, S.A.",28850
010344Y,"TALLERES CASTILLO, S.L.",28029
020007W,"TALLERES SANZ ESTEBAN, S.A.",28500
020009T,"AUTO CELA, S.L.",28820
020118G,"SATAFI MOTOR, S.L.",28906
020144Q,"FEGREMA, S.L.",28026
020155V,"BRAVOSUR AUTOS, S.L.",28026
022209L,"TALLERES MOISES CALVO, S.L.",9005
022401E,"HNOS. RUIZ DE TORRE, S.A.",26500
022491W,"TALLERES SANCHEZ FLORES, S.L.",28055
022738X,"EMPRESA CARRION, S.A.",47400
023409M,"BAMOSAUTO, S.L.",28944
023474X,"TALLERES GARMA, S.L.",10810
023609J,"TALLERES HERMANOS MANZANO, S.L.",28940
023795L,"CIAL. Y REPARACION LA UNION, S.L.",45710
023884C,"AUTOMOVILES UGARTE, S.L.",28200
023922F,"JULIAN SACRISTAN, S.L.",28923
023982G,"QUESADA DIAZ, S.L.",28031
024148E,"AUTOMOVILES AUTOMOTOR, S.L.",45007
024157V,"VEHICULOS PAZ, S.L.",28850
024307Q,"AUTOMOVILES HNOS. ARELLANO, S.L.",28700
024393L,"AUTO ROMERO, S.A.",28923
024602B,"VICALMOTOR, S.L.",28032
024633U,"MAEL MOTOR, S.L.",28936
024742Y,"MUELAS, S.A.",28933
024817U,"MERIAUTO 2000, S.L.",28031
024818N,"COMERCIAL MARIANO DEL CURA, S.L.",28022
024822A,"RIANSARES MOTOR, S.L.",16400
024842F,"TALLERES RUVER, S.L.",28918
024882Q,"SERTUMOTOR, S.L.",28043
024892Z,"CIMOSA MOTOR, S.L.",28935
024941H,"ALVARO VILLACA�AS, S.A.",28760
024952W,"ALDARIAS AUTOMOCION, S.L.",28830
026006G,"AUTOMOVILES JOGARAL, S.L.",28019
026017P,"AURACAR AUTOMOVILES, S.L.",28860
026023C,"RIVACAR MOTOR, S.L.",28529
026081T,"MANJO MOTOR, S.L.",10800
026097B,"ILLESMOVIL, S.L.",45200
026131K,"AUTOM. JOGARAL,SL-MOSANCAR BOADILLA",28660
026144B,"ARAGONESA DE AUTOMOVILES, S.A.",50197
026155P,"TALLERES DEL MORAL MOLANO, S.L.",28342
026180Z,"JOSE MONTALVO, S.A.",19004
026185J,T.CASTILLO-SOC,28034
026216Q,"GARAJE LAS FLORES, S.A.",16004
026229H,"HIJOS DE FLORENCIO MU�OZ, S.L.",13440
026234X,"JULIAN DIAZ VAZQUEZ, S.A.",45500
026247P,"AUTOMOCION ARGUELLES, S.L.",28015
026252H,"GARAJE MARTIN, S.L.",9400
022855G,"PEREZ Y LLINARES, S.L.",46025
56,Puerto de Sagunto - 9 de Octubre,46520
146995F,TALLERES BURGUERA,46714
146115Q,AUTOMOCION RALO,46120
046780E,"MAYANS AUTOMOCIO, S.L.",46780
046283V,SAUTO,46500
046046U,FERTO SILLA,46460
026245F,"AUTOMOVILES CARVI, S.L.",46340
026136R,"AUTO FAYOS XATIVA, S.L.",46800
023644T,"TALLERES AUTOCOLOR, S.L.",46117
2109,HUESCA MENENDEZ PIDAL,22004
2059,Z-GRAN VIA,50005
2079,Z-GANIVET,50008
2083,Z-PABLO NERUDA,50018
2085,Z-TENOR FLETA,50008
2097,Z-SANTA LUCIA,50003
2098,Z-SANTANDER,50010
2105,JACA SAN PEDRO,22700
2108,Z-VALDEFIERRO,50012
2803,MADRID LOS ALPES,28022
2804,MADRID VALDEBERNARDO,28032
2104,SABI�ANIGO,22609
033323Q,LOZAUTO,33920
033603U,LOZAUTO MIERES,33600
033945W,TALLERES HERIBERTO MEJIDO CACHERO,33980
133155R,CARROCERIAS SIRGO,33440
133575X,TALLERES LISARDO Y ANGEL,33820
2048,TERUEL DOMINGO GASCON,44001
2092,TERUEL AVENIDA ARAGON,44002
187b,RINC�N DE LA VICTORIA - CC Rinc�n de la Victoria,29720
313,Ditele - CORREDORA,3203
1205,"1205 - C/ Cuenca, n� 62",46008
10083,"10083 - C/ Cuenca, n� 61-63",46970
1405,"1405 - AV. Padre Carlos Ferris, n� 126",46470
1221,"1221 - C/ Jose Iturbi, n� 17",46900
026141L,"FRAPIN MECANICA, S.L.",35118
033153C,ADASA,33401
37,MALLORCA - ALCUDIA,7400
148665G,TALLERES ATORRASAGASTI,48006
0731a,"GRUPO MOVIL CONECTATE, S.L",3540
023507U,"GARAGE BARAZAR, S.A.",1013
010115Y,"VALGI, S.A.",33211
023189A,"BECO AUTOMOCION, S.L.",39770
024921D,"TALLERES CASI, S.L.",33500
026239Q,"CARASTUR, S.A.",33749
023432M,"AUTOMOVILES ZARAUTZ, S.A.U.",20800
026253C,"TABIRA AUTOMOCION, S.A.",48215
2387,LERIDA SALMERON,25004
2396,LERIDA RIO TER,25001
002006S,"GARAJE LEON, S.L.",2006
024015K,"MARTINEZ YA�EZ E HIJOS, S.L.",2600
010433X,"GARAJE LEON, S.L.",2006
033115M,TALLERES LUIS ALONSO GARCIA,33300
022050G,"SALINAS CAR, S.L.",4628
026201P,"JOSE BORREGUERO PINO, S.L.",6400
010168F,"AUTOMOVILES DEL ESTRECHO, S.A.",11205
024173T,AUTOMOVILES LATORRE,24750
024400Q,"GARAJE IBAN, S.L.",24400
023802W,"RAMON HOYO, S.L.",11130
024755Z,"TALLERES ALBERTO GARCIA, S.L.",24750
024591P,"AUTOS COLCHON, S.L.",11130
024841N,"ALCONCHEL PELUQUI, S.L.",11500
024429K,"TALLERES MARQUEZ DELGADO, S.L.",14548
024854X,"TALLERES MIGUEL MU�OZ, S.L.",14800
026209D,"JIMENEZ ORTIZ AUTOMOCION,S.L.",14520
024278L,"TALLERES HUBERT, S.L.",21003
023868Y,"JESUS ALVAREZ VICO, S.L.",23680
024717B,"GONZALEZ DE AUTOMOCION, S.L.",23700
024827C,STAR CAR SYSTEMS S.L.,29680
026194W,"PLAZA MANZANARES, S.L.",29120
024866K,"AUTOMOVILES MARTOS, S.A.",29400
024054Q,"DISTRI.CARBUR. ROMERO ANGUIANO,S.L.",41110
024785X,"DISTRI.CARBUR. ROMERO ANGUIANO,S.L.",41927
033010A,LOZAUTO Oviedo,33010
001012E,"AUTOMOCION GARAJE DEL NORTE, S.L.",1012
H52T,ES_TREMP,25620
101025H,AUTOMOVILES EL CARMEN,1400
033740T,"TALLERES CASARIEGO, S.L.",33747
139735C,TALLERES MANUEL. GLEZ. PRADO,39650
139745W,AUTOMOVILES GUILLERMO SANZ,39200
020033U,CENTRAUTO GUIPUZCOA  - SAN SEBASTIAN,20013
020223Z,TOLOSA MOTOR,20400
120305B,NEUMATICOS TXEPETXA,20305
031300W,ELECTROMEC�NICA BLAS,31300
031502B,MARCO TUDELA,31500
S126M,BP_MATAR�,8302
S150SV,BP_ST VICEN� DE CASTELLET,8295
H11F,ES_FIGUERES,17600
H19C,ES_CAMPRODON,17867
H1V,ES_VILAFRANCA PDES.,8720
H21SC,ES_STA.CRISTINA D'ARO,17246
H23P,ES_PIERA,8784
H24SS,ES_ST.SADURNI D'ANOIA,8770
H26C,ES_CERVERA,25200
H27T,ES_TARRAGONA,43130
H2M,ES_MALLA,8519
H36P,ES_PALAMOS_PLA LLOP,17230
H37F,ES_FIGUERES_NOU,17600
H41P,ES_PALAMOS,17230
H43M,ES_MIAMI_PLATJA,43892
H45P,ES_PALAFRUGELL_1,17200
H47T,ES_TARRAGONA_TORREFORTA,43006
H48MN,ES_MORA_LA_NOVA,43770
H4T,ES_MANLLEU_TORELLO,8570
H56P,ES_PALAFRUGELL_2,17200
H5SF,ES_ST.FELIU GUIXOLS,17220
H6V,ES_VALLS,43800
H7C,ES_VINYOLS-ARCS,43391
945,945,43580
592,592,8860
766,766,8840
1584a,STAND -- AJ CHANNEL 2013 - ECI AVIL�S,33410
1587a,STAND -- AJ CHANNEL 2013 - ECI OVIEDO,33001
753,753,8700
1580a,STAND -- AJ CHANNEL 2013 - ECI SANTANDER,39011
1578a,STAND -- AJ CHANNEL 2013 - ECI LE�N,24005
1576a,STAND -- AJ CHANNEL 2013 - TIENDAS ECI GIJ�N,33211
1575a,STAND -- AJ CHANNEL 2013 - TIENDAS ECI SANTIAGO,15702
1571a,STAND -- AJ CHANNEL 2013 - ECI RAM�N Y CAJAL,15006
318,Lanzarote Aeropuerto,35509
010432D,"VDA. DE MARIANO TERRY, S.L..",41007
023577F,"ALDOCAR AUTOS, S.L.",41007
53,POLA  SIERO,33510
61,NORE�A,33180
22,ALARCOS,33011
300,HOTEL PORT AVENTURA,43860
302,HOTEL CARIBE,43860
14,SANT CUGAT_MATALASSERIA SOLSONA,8172
22,ALTEA,3590
E-JO1,JONQUERA TIENDA A.S.,17185
E-JO3,ARS,17185
502,ALIMERKA-LE-GRANADOS,24006
42,GIJ�N,33212
57,SAN CUGAT_MATALASSERIA EL MONESTIR,8172
1583a,STAND -- AJ CHANNEL 2013 - ECI VIGO,36204
955,Valencia - Serra,46004
42,Valencia - Espa�a,46007
956,Valencia - Pio XII,46009
400,Albacete - Imaginalia,2006
406,Valencia - El Saler,46013
78,Aldaia - Bonaire,46960
960,Valencia - San Vicent Martir,46002
97,Valencia - Aqua Multiespacio,46023
401,Albacete - Albacenter,2002
1033a,"C.U.P. TELECOMUNICACIONS, S.L.",17800
362,GA.VALL.SOFIA,47014
365,GA.VALL.LA RUBIA,47008
371,GA.PAL.SIMON NIETO.,34005
376,GA.PAL.HNOS.LOPEZ FRANCOS,34003
100,VILAFRANCA,8720
14,GRANOLLERS,8402
36,TERRASSA,8221
9,TARRAGONA,43005
97,TORTOSA,43500
